"","V1","V2","V3","V4","V5","V6","V7"
"64",1815,0.0909090909090909,NA,NA,0.0909090909090909,NA,NA
"65",1816,0.0833333333333333,NA,NA,0.0833333333333333,NA,NA
"66",1817,0.0769230769230769,NA,NA,0.0769230769230769,NA,NA
"67",1818,0,NA,NA,0,NA,NA
"68",1819,0,NA,NA,0,NA,NA
"69",1820,0,NA,NA,0,NA,NA
"70",1821,0,NA,NA,0,NA,NA
"71",1822,0.0714285714285714,NA,NA,0.0714285714285714,NA,NA
"72",1823,0.0666666666666667,NA,NA,0.0666666666666667,NA,NA
"73",1824,0,NA,NA,0,NA,NA
"74",1825,0.0625,NA,NA,0.0625,NA,NA
"75",1826,0,NA,NA,0,NA,NA
"76",1827,0.0588235294117647,NA,NA,0.0588235294117647,NA,NA
"77",1828,0,NA,NA,0,NA,NA
"78",1829,0,NA,NA,0,NA,NA
"79",1830,0.333333333333333,NA,NA,0.333333333333333,NA,NA
"80",1831,-0.0416666666666667,NA,NA,-0.0416666666666667,NA,NA
"81",1832,0,NA,NA,0,NA,NA
"82",1833,0.0434782608695652,NA,NA,0.0434782608695652,NA,NA
"83",1834,0,NA,NA,0,NA,NA
"84",1835,0.0416666666666667,NA,NA,0.0416666666666667,NA,NA
"85",1836,0.16,NA,NA,0.16,NA,NA
"86",1837,0,NA,NA,0,NA,NA
"87",1838,0.0344827586206897,NA,NA,0.0344827586206897,NA,NA
"88",1839,0.0333333333333333,NA,NA,0.0333333333333333,NA,NA
"89",1840,0.0645161290322581,NA,NA,0.0645161290322581,NA,NA
"90",1841,0.0303030303030303,NA,NA,0.0303030303030303,NA,NA
"91",1842,0.0588235294117647,NA,NA,0.0588235294117647,NA,NA
"92",1843,0.0277777777777778,NA,NA,0.0277777777777778,NA,NA
"93",1844,0.0540540540540541,NA,NA,0.0540540540540541,NA,NA
"94",1845,0.102564102564103,NA,NA,0.102564102564103,NA,NA
"95",1846,0,NA,NA,0,NA,NA
"96",1847,0.0697674418604651,NA,NA,0.0697674418604651,NA,NA
"97",1848,0.0217391304347826,NA,NA,0.0217391304347826,NA,NA
"98",1849,0.0638297872340425,NA,NA,0.0638297872340425,NA,NA
"99",1850,0.08,NA,NA,0.08,NA,NA
"100",1851,0,NA,NA,0,NA,NA
"101",1852,0.0555555555555556,NA,NA,0.0555555555555556,NA,NA
"102",1853,0.0350877192982456,NA,NA,0.0350877192982456,NA,NA
"103",1854,0.169491525423729,NA,NA,0.169491525423729,NA,NA
"104",1855,0.0289855072463768,NA,NA,0.0289855072463768,NA,NA
"105",1856,0.0704225352112676,NA,NA,0.0704225352112676,NA,NA
"106",1857,0.0131578947368421,NA,NA,0.0131578947368421,NA,NA
"107",1858,0.012987012987013,NA,NA,0.012987012987013,NA,NA
"108",1859,0.0641025641025641,NA,NA,0.0641025641025641,NA,NA
"109",1860,0.0963855421686747,NA,NA,0.0963855421686747,NA,NA
"110",1861,0.043956043956044,NA,NA,0.043956043956044,NA,NA
"111",1862,0.0210526315789474,NA,NA,0.0105263157894737,NA,NA
"112",1863,0.0721649484536082,NA,NA,0.0729166666666667,NA,NA
"113",1864,0.0769230769230769,NA,NA,0.087378640776699,NA,NA
"114",1865,0.0625,NA,NA,0.0625,NA,NA
"115",1866,0.0252100840336134,NA,NA,0.0252100840336134,NA,NA
"116",1867,0.0655737704918033,NA,NA,0.0655737704918033,NA,NA
"117",1868,0.0384615384615385,NA,NA,0.0307692307692308,NA,NA
"118",1869,0.0518518518518519,NA,NA,0.0597014925373134,NA,NA
"119",1870,0.0352112676056338,NA,NA,0.028169014084507,Inf,NA
"120",1871,0.0612244897959184,NA,NA,0.0684931506849315,0,NA
"121",1872,0.108974358974359,NA,NA,0.108974358974359,0,NA
"122",1873,0.0635838150289017,NA,NA,0.0578034682080925,0,NA
"123",1874,-0.0543478260869565,NA,NA,-0.0546448087431694,0,NA
"124",1875,0.0804597701149425,NA,NA,0.0809248554913295,0,NA
"125",1876,0.0159574468085106,NA,NA,0.0160427807486631,0,NA
"126",1877,0.0157068062827225,NA,NA,0.0105263157894737,1,NA
"127",1878,0.0103092783505155,NA,NA,0.0104166666666667,0,NA
"128",1879,0.0714285714285714,NA,NA,0.0670103092783505,0.5,NA
"129",1880,0.123809523809524,NA,NA,0.1256038647343,0,NA
"130",1881,0.0296610169491525,NA,NA,0.0257510729613734,0.333333333333333,NA
"131",1882,0.0534979423868313,NA,NA,0.0543933054393305,0,NA
"132",1883,0.0625,NA,NA,0.0674603174603175,-0.25,NA
"133",1884,0.0110294117647059,NA,NA,0.00743494423791822,0.333333333333333,NA
"134",1885,0.00727272727272727,NA,Inf,0.00738007380073801,0,NA
"135",1886,0.0144404332129964,NA,1,0.00732600732600733,0.25,NA
"136",1887,0.0498220640569395,NA,0.5,0.0436363636363636,0,NA
"137",1888,0.108474576271186,NA,0.666666666666667,0.104529616724739,0,NA
"138",1889,0,NA,-0.4,0.00315457413249211,0.2,NA
"139",1890,0.0886850152905199,NA,0,0.0849056603773585,0.333333333333333,NA
"140",1891,0.0449438202247191,NA,-0.333333333333333,0.0434782608695652,0.125,NA
"141",1892,0.00537634408602151,NA,0,0.00833333333333333,0,NA
"142",1893,-0.0106951871657754,NA,0,-0.0137741046831956,0.111111111111111,NA
"143",1894,0.0351351351351351,NA,0,0.0391061452513966,-0.1,NA
"144",1895,0.0600522193211488,NA,0,0.0564516129032258,0.222222222222222,NA
"145",1896,0.0320197044334975,NA,0,0.0305343511450382,0.0909090909090909,NA
"146",1897,0.0501193317422434,NA,0,0.0493827160493827,0.0833333333333333,NA
"147",1898,0.0568181818181818,NA,0,0.0564705882352941,0,NA
"148",1899,0.0903225806451613,NA,0.5,0.0935412026726058,0.0769230769230769,NA
"149",1900,0.0532544378698225,NA,0,0.0488798370672098,0.142857142857143,NA
"150",1901,0.0337078651685393,NA,0.333333333333333,0.0310679611650485,0.125,NA
"151",1902,0.0253623188405797,NA,0,0.0225988700564972,0.0555555555555556,NA
"152",1903,0.0901060070671378,NA,0,0.0920810313075506,0.0526315789473684,NA
"153",1904,0.0113452188006483,NA,0,0.00674536256323777,0.15,NA
"154",1905,0.0625,NA,0.25,0.0653266331658292,0,NA
"155",1906,0.0663650075414781,NA,0,0.0691823899371069,0,NA
"156",1907,0.108910891089109,NA,0,0.102941176470588,0.217391304347826,NA
"157",1908,-0.0433673469387755,NA,0,-0.048,0.0714285714285714,NA
"158",1909,0.0466666666666667,NA,0.2,0.046218487394958,0.0666666666666667,NA
"159",1910,0.043312101910828,NA,0.166666666666667,0.0414993306559572,0.0625,NA
"160",1911,0.0207570207570208,NA,0,0.0179948586118252,0.0588235294117647,NA
"161",1912,0.0514354066985646,NA,0.142857142857143,0.053030303030303,0.0277777777777778,NA
"162",1913,0.0728100113765643,NA,0,0.0731414868105516,0.108108108108108,NA
"163",1914,-0.0986214209968187,NA,0,-0.106145251396648,0.024390243902439,NA
"164",1915,-0.0141176470588235,NA,0.125,-0.02,0.0714285714285714,NA
"165",1916,0.0751789976133652,NA,0.111111111111111,0.0739795918367347,0.0666666666666667,NA
"166",1917,0.0599334073251942,NA,0.1,0.0581947743467933,0.125,NA
"167",1918,-0.0198952879581152,NA,-0.0909090909090909,-0.0202020202020202,-0.0185185185185185,NA
"168",1919,-0.138888888888889,NA,0,-0.15807560137457,0.150943396226415,NA
"169",1920,0.156327543424318,NA,0.1,0.146938775510204,0.278688524590164,NA
"170",1921,-0.138412017167382,NA,-0.0909090909090909,-0.158956109134045,0.0769230769230769,NA
"171",1922,0.0523038605230386,NA,0.1,0.0437235543018336,0.119047619047619,NA
"172",1923,0.14792899408284,NA,0.272727272727273,0.141891891891892,0.180851063829787,NA
"173",1924,-0.00721649484536083,NA,0.142857142857143,-0.0106508875739645,-0.00900900900900901,NA
"174",1925,0.0124610591900312,NA,0.0625,0.00717703349282297,0.0545454545454545,NA
"175",1926,0.00820512820512821,NA,0.117647058823529,0.00475059382422803,0.0258620689655172,NA
"176",1927,0.0803662258392675,NA,0.105263157894737,0.0697399527186761,0.142857142857143,NA
"177",1928,0.00282485875706215,Inf,0.0952380952380952,-0.0165745856353591,0.0514705882352941,NA
"178",1929,0.0751173708920188,0,0.217391304347826,0.0640449438202247,0.118881118881119,NA
"179",1930,-0.0803493449781659,0,0,-0.0897571277719113,-0.05,NA
"180",1931,-0.107312440645774,-0.2,-0.107142857142857,-0.119489559164733,-0.0328947368421053,NA
"181",1932,-0.098936170212766,-0.125,-0.04,-0.110671936758893,-0.0408163265306122,NA
"182",1933,0.0543093270365998,0,0.0416666666666667,0.0488888888888889,0.0921985815602837,NA
"183",1934,0.0895856662933931,0.142857142857143,0.12,0.0946327683615819,0.051948051948052,NA
"184",1935,0.0554984583761562,0.125,0.0714285714285714,0.0464516129032258,0.0864197530864197,NA
"185",1936,0.100292112950341,0.222222222222222,0.133333333333333,0.101109741060419,0.0909090909090909,NA
"186",1937,0.0699115044247788,0,0.117647058823529,0.0537513997760358,0.140625,NA
"187",1938,-0.0554177005789909,0.0909090909090909,-0.0263157894736842,-0.0648246546227418,-0.0228310502283105,NA
"188",1939,0.0437828371278459,0.0833333333333333,0.027027027027027,0.0431818181818182,0.0373831775700935,NA
"189",1940,0.0897651006711409,-0.153846153846154,0.105263157894737,0.107843137254902,0.0315315315315315,NA
"190",1941,0.0269438029253272,0.0909090909090909,0,0.0255653883972468,0.0305676855895196,NA
"191",1942,0.00599700149925037,-0.0833333333333333,0.0714285714285714,0.0191754554170662,-0.0593220338983051,NA
"192",1943,0.0365126676602086,-0.0909090909090909,0.111111111111111,0.0272812793979304,0.0765765765765766,NA
"193",1944,-0.00575125808770669,-0.3,0.08,-0.0412087912087912,0.150627615062762,NA
"194",1945,-0.161243673174259,0,0.0925925925925926,-0.216809933142311,0,NA
"195",1946,0.0672413793103448,0.428571428571429,0.0338983050847458,0.0670731707317073,0.0618181818181818,NA
"196",1947,0.124394184168013,0.2,0.0983606557377049,0.133714285714286,0.102739726027397,NA
"197",1948,0.055316091954023,0.166666666666667,0.134328358208955,0.0231854838709677,0.130434782608696,NA
"198",1949,-0.0340367597004765,0.142857142857143,0.0657894736842105,-0.0541871921182266,-0.00549450549450549,NA
"199",1950,0.148696264975335,0.125,0.197530864197531,0.114583333333333,0.168508287292818,Inf
"200",1951,0.0840490797546012,0.111111111111111,0.185567010309278,0.0551401869158879,0.132387706855792,0.0434782608695652
"201",1952,0.0158460667798529,0.1,0.0782608695652174,-0.00885739592559787,0.0521920668058455,0.0833333333333333
"202",1953,0.0256267409470752,0.0909090909090909,0.0564516129032258,0.00536193029490617,0.0575396825396825,0.0384615384615385
"203",1954,0.0130363932645301,0.125,0.0534351145038168,-0.008,0.0450281425891182,0
"204",1955,0.0949061662198391,0.111111111111111,0.0869565217391304,0.0824372759856631,0.122082585278276,0.148148148148148
"205",1956,0.0661116552399608,0.0666666666666667,0.0733333333333333,0.0538079470198675,0.0864,0.032258064516129
"206",1957,0.0427193385392742,0.0625,0.105590062111801,0.02827965435978,0.0515463917525773,0.09375
"207",1958,0.026431718061674,0.0588235294117647,0.0786516853932584,0.0206264323911383,0.0238095238095238,0
"208",1959,0.0532188841201717,0.111111111111111,0.0729166666666667,0.0344311377245509,0.079343365253078,0.0285714285714286
"209",1960,0.0468622656886716,0.075,0.101941747572816,0.020260492040521,0.0760456273764259,0.0833333333333333
"210",1961,0.00428182172051382,0.0465116279069767,0.0572687224669604,-0.0432624113475177,0.0647820965842167,0.0769230769230769
"211",1962,0.0410852713178295,0.0888888888888889,0.0958333333333333,0.00148257968865827,0.084070796460177,0.0476190476190476
"212",1963,0.0547282204020849,0.0408163265306122,0.0874524714828897,0.0333086602516654,0.073469387755102,0.0681818181818182
"213",1964,0.0571831980232969,0.117647058823529,0.104895104895105,0.0279369627507163,0.0807984790874525,0.0851063829787234
"214",1965,0.0450751252086811,0.0350877192982456,0.0664556962025316,0.0174216027874564,0.0721196130167106,0.0784313725490196
"215",1966,0.0504792332268371,0.0677966101694915,0.0801186943620178,0.0123287671232877,0.0853158326497129,0.0909090909090909
"216",1967,0.0319343065693431,0.0317460317460317,0.0769230769230769,-0.020297699594046,0.0755857898715042,0.1
"217",1968,0.0509873268493958,0.0769230769230769,0.0816326530612245,0,0.089950808151792,0.106060606060606
"218",1969,0.0600112170499159,0.0571428571428571,0.101415094339623,0.0262430939226519,0.0786589297227595,0.0958904109589041
"219",1970,0.0722222222222222,0.0540540540540541,0.0556745182012848,0.0471063257065949,0.0992229527794381,0.0875
"220",1971,0.0382432765852455,0.0769230769230769,0.0750507099391481,0.0019280205655527,0.0587275693311582,0.0114942528735632
"221",1972,0.0399239543726236,0.0595238095238095,0.0566037735849057,0.0109044259140475,0.0564971751412429,0.0795454545454545
"222",1973,0.0543875685557587,0.0674157303370786,0.05,0.00317258883248731,0.0894506562955761,0.157894736842105
"223",1974,0.00195058517555267,0.0105263157894737,0.0153061224489796,-0.00126502213788741,0.00178491744756805,-0.0272727272727273
"224",1975,-0.00584036340038936,-0.0104166666666667,0.0117252931323283,0.0595313489550348,-0.0503340757238307,-0.14018691588785
"225",1976,0.0583115752828547,0.0842105263157895,0.043046357615894,0.0221159593544531,0.0853658536585366,0.173913043478261
"226",1977,0.03125,0.0485436893203883,0.0317460317460317,0.0269005847953216,0.0363007778738116,-0.037037037037037
"227",1978,0.0115629984051037,0.0740740740740741,0.0461538461538462,0.0136674259681093,-0.00250208507089241,0.0192307692307692
"228",1979,0.0557745368545526,0.0258620689655172,0.0602941176470588,0.0533707865168539,0.0635451505016722,-0.0754716981132075
"229",1980,-0.0104536120963226,0.00840336134453781,0.0221914008321775,0.032,-0.0479559748427673,-0.122448979591837
"230",1981,-0.0307489152990002,0.00833333333333333,0.0244233378561737,-0.013953488372093,-0.0549132947976879,-0.244186046511628
"231",1982,-0.00856364344102764,0,-0.0225165562913907,0.0356394129979036,-0.0406290956749672,-0.0153846153846154
"232",1983,-0.00372987828818218,0.0330578512396694,0.0013550135501355,0.000506072874493927,-0.00910746812386157,-0.09375
"233",1984,0.0360591133004926,0.024,0.0920162381596752,0.0490642387455741,0.0105698529411765,-0.120689655172414
"234",1985,0.0302396348421453,0.0234375,0.0346964064436183,0.068466730954677,-0.00591177808094588,-0.0392156862745098
"235",1986,0.0306442680450434,0.0458015267175573,-0.00598802395209581,0.0275270758122744,0.0489478499542543,-0.0612244897959184
"236",1987,0.0254343542898083,0.0437956204379562,0.0746987951807229,0.0272288098375055,0.0056694286960314,-0.0434782608695652
"237",1988,0.0368558951965065,0.0629370629370629,0.0482062780269058,0.0205215904232578,0.0459670424978317,0.136363636363636
"238",1989,0.021900269541779,0.0263157894736842,0.0502673796791444,0.0171763720150817,0.019485903814262,-0.18
"239",1990,0.00494559841740851,0.00641025641025641,0.0427698574338086,-0.0181219110378913,0.0126067507116714,-0.024390243902439
"240",1991,0.0123031496062992,0.0254777070063694,0.025390625,-0.0302013422818792,0.0453815261044177,0.125
"241",1992,-0.00988494571382272,0.0372670807453416,0.0323809523809524,0.00475778546712803,-0.0395697272378025,-0.2
"242",1993,-0.000981996726677578,0.0538922155688623,0.0304428044280443,-0.0262591476538958,0.0052,0.0277777777777778
"243",1994,0.0170380078636959,0.0568181818181818,0.0143240823634736,0.0234305923961096,0.00875447672105054,0.0540540540540541
"244",1995,0.0219072164948454,0.0591397849462366,0.0167696381288614,0.03585313174946,0.00946745562130178,0
"245",1996,0.023171500630517,0.0304568527918782,0.0416666666666667,0.0100083402835696,0.0261821023837437,0.0256410256410256
"246",1997,0.0150978277615159,0.0295566502463054,-0.00416666666666667,0.00949628406275805,0.0277989337395278,0
"247",1998,-0.0027318257702231,0,0.0251046025104603,-0.0417177914110429,0.0218599481289366,-0.1
"248",1999,-0.00182620605691676,0.0382775119617225,0.0269387755102041,-0.0145113102859582,-0.00652646845540247,-0.0277777777777778
"249",2000,0.0256136606189968,0.0414746543778802,0.0214626391096979,0.00779558250324816,0.0375912408759124,0.314285714285714
"250",2001,0.023636093355136,0.0486725663716814,0.021011673151751,0.050709067468844,0.000703482237073514,0.0217391304347826
"251",2002,0.00871333139703747,0.0632911392405063,0.0251524390243902,0.00940695296523517,-0.00492091388400703,0.0425531914893617
"252",2003,0.0606104232651886,0.0952380952380952,0.033457249070632,0.0915721231766613,0.0452137054044507,-0.0204081632653061
"253",2004,0.0499524908375187,0.0797101449275362,0.0323741007194245,0.0779510022271715,0.0287259209192295,0.125
"254",2005,0.037491919844861,0.0738255033557047,0.0292682926829268,0.0668044077134986,0.00821287779237845,0.111111111111111
"255",2006,0.0351401869158878,0.1125,0.035883547731889,0.0545513234344739,0.00749429781687846,0.0333333333333333
"256",2007,0.0217888527747683,0.0730337078651685,0.0202614379084967,0.0352004897459443,0.0019404915912031,0.0645161290322581
"257",2008,0.0294533459000943,0.0157068062827225,0.0416399743754004,0.0437610881135423,0.00871530019367334,0.0454545454545455
"258",2009,-0.0111009384298466,0.0695876288659794,-0.028290282902829,-0.00368271954674221,-0.0192,-0.072463768115942
"259",2010,0.0574007638004861,0.0795180722891566,0.0759493670886076,0.0790446403184532,0.0208809135399674,0.03125
"260",2011,0.0406041370252818,0.107142857142857,0.0364705882352941,0.061133069828722,0.00926813678491531,-0.0303030303030303
"261",2012,0.0171434581405133,0.0483870967741935,0.0141884222474461,0.0146511050409734,0.0177327422419253,0.015625
"262",2013,0.0108572019439562,0.0653846153846154,0.0106323447118075,0.0110132158590308,0.000622277535780958,0.0461538461538462
